,Ticker,Date,Description,Agency,Amount
1020,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK PN E450H21A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES HIGH YIELD LEXMARK LASER TONER CARTRIDGE FOR USE WITH LEXMARK E450 AND E450DN LASER PRINTERS AND ALL OTHERS THAT USE LEXMARK CAR",General Services Administration,12544.11
1021,DNOW,2023-10-09,"HAMMER, HAND: OVERALL LENGTH: 16 INCHES HEAD WEIGHT: 22 OUNCES MATERIAL: STEEL, FULLY POLISHED FEATURES: CARPENTER'S FRAMING STYLE WITH MILLED FACE & STRAIGHT CLAW; ONE PIECE CONSTRUCTION, SHOCK REDUCTION CUSHION GRIP HANDLE (PARTIAL DESCRIPTION)",General Services Administration,194.7
1022,DNOW,2023-10-09,"OEM HP TONER, CYAN, YLD 10500",General Services Administration,472.84
1023,DNOW,2023-10-09,CANON (PGI-35) BLACK INK TANK,General Services Administration,86.76
1024,DNOW,2023-10-09,"BAR, WRECKING: TYPE II: NONSTRUCK NAIL-PULLER BAR CLASS 2: RIPPING/WRECKING OVERALL LENGTH: 36 INCHES WIDTH ACROSS FLATS: 1 INCH MATERIAL: STEEL FEATURES: PAINTED FINISH (PARTIAL DESCRIPTION)",General Services Administration,9.17
1025,DNOW,2023-10-09,"CARTRIDGE,INK       PN: J3M70A YELLOW",General Services Administration,2047.4
1026,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE255AG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP LASERJET P3015 SERIES PRINTERS AND ALL OTHERS THAT USE HP CARTRIDGE P/N CE255AG",General Services Administration,10997.16
1027,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,324.0
1028,DNOW,2023-10-09,"CARTRIDGE,TONER     PN: W2123A MAGENTA",General Services Administration,2532.6
1029,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HP P/N C1Q12A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES INKJET PRINT CARTRIDGE FOR USE WITH HP DESIGNJET T920 PRINTER AND ANY OTHER PRINTER THAT USE HP P/N C1Q12A COLOR BLACK YIELD 8,000 PAG",General Services Administration,2190.52
1030,DNOW,2023-10-09,"OEM HP TONER, YELLOW, YLD 10500",General Services Administration,472.84
1031,DNOW,2023-10-09,"SCREWDRIVER, FLAT TIP: TYPE I: SCREWDRIVER ASSEMBLY CLASS 1: FLAT TIP STYLE B: GENERAL PURPOSE, FLARED SIDES OVERALL LENGTH: 12 INCHES BLADE LENGTH: 7-1/2 INCHES TIP WIDTH: 5/16 INCH BLADE MATERIAL: STEEL HANDLE MATERIAL: PLASTIC BLADE COATING: CHROM",General Services Administration,4.93
1032,DNOW,2023-10-09,"CARTRIDGE,TONER     PN: W2123A MAGENTA",General Services Administration,1448.16
1033,DNOW,2023-10-09,410X 2-PACK HIGH YIELD BLACK ORIGINAL LA,General Services Administration,243.08
1034,DNOW,2023-10-09,"CARTRIDGE,TONER",General Services Administration,15608.63
1035,DNOW,2023-10-09,"INK, CARTRIDGE: ITEM NAME INK, CARTRIDGE I.A.W. HEWLETT PACKARD P/N C9371A (HP 72) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD DESIGNJET PRINTERS INCLUDING T610, T620, T770 AND T790, T1100, T",General Services Administration,493.48
1036,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.8 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK TYPE GEL INK COLOR BLUE INK SUPPLY VISIBILITY VISIBLE INK CA",General Services Administration,21.5
1037,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE403A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD COLOR LASERJET ENTERPRISE 500 COLOR M551 PRINTERS AND ALL OTHER PRI",General Services Administration,266.24
1038,DNOW,2023-10-09,"CARTRIDGE, TONER I.A.W. HP P/N CF410A",General Services Administration,931.6
1039,DNOW,2023-10-09,"SOCKET, SOCKET WRENCH: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE (SAE) STANDARD AS955, METRIC SOCKETS, WRENCHES, HAND TWELVE POINT, HIGH STRENGTH, THIN WALL DATED 2012. TYPE I: METRIC SOCKETS (12-POINT) CLASS 1: METRIC SOCKETS STYLE A: REGULAR LE",General Services Administration,1.25
1040,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,17.12
1041,DNOW,2023-10-09,CANON (CLI-36) COLOR INK TANK,General Services Administration,107.88
1042,DNOW,2023-10-09,"WRENCH, TORQUE: IAW SOCIETY OF AUTOMOTIVE ENGINEERS, AEROSPACE HAND TORQUE WRENCHES (MECHANICAL, IMPULSE) AS28431 REVISION A, DATED FEBRUARY 21, 2011. TYPE I: BI-DIRECTIONAL TORQUE WRENCH CLASS 2 RATCHET HEAD (PRECISE CLOCKWISE TORQUE) OVERALL LENGTH",General Services Administration,2765.4
1043,DNOW,2023-10-09,"RULE, MACHINISTS': TYPE: RIGID LENGTH: 18 INCH WIDTH: 1.120 TO 1.255 INCH THICKNESS: 0.04 TO 0.051 INCH GRADUATIONS: FACE 1 - EDGE 1: 1/32 INCH, EDGE 2: 1/64 INCH; FACE 2 - EDGE 1: 1/8 INCH, EDGE 2: 1/16 INCH MATERIAL: STAINLESS OR PLATED TOOL STEEL,",General Services Administration,77.2
1044,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. ABILITY ONE P/N 7510-00-SAM-1345 CARTRIDGE TYPE REMANUFACTURED SPECIAL FEATURES HIGH YIELD CARTRIDGE COMPATIBLE FOR USE WITH LEXMARK MS510 AND MS610 PRINTERS SERIES OR ANY OTHER PRINTER USING ABILIT",General Services Administration,1074.48
1045,DNOW,2023-10-09,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,3.7
1046,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,38.52
1047,DNOW,2023-10-09,"MARKER ASSORTMENT, TUBE TYPE: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,566.78
1048,DNOW,2023-10-09,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,75.65
1049,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N E360H41G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK COLOR LASER PRINTER SERIES E360, E460, E462 AND ANY OTHER PRINTER USING LEXMARK P/N E3",General Services Administration,21395.67
1050,DNOW,2023-10-09,MARKER TUBE TYPE FINETIP  COLOR:  REDSH WT 10#,General Services Administration,45.04
1051,DNOW,2023-10-09,"CASE, FILING, TRANSFER: ITEM NAME CASE, FILING, TRANSFER INSIDE WIDTH 8.250 INCHES INSIDE LENGTH 5.500 INCHES INSIDE DEPTH 10.75 INCHES CARD WIDTH 8.000 INCHES CARD LENGTH 5.000 INCHES CARD CAPACITY 1,200 UNIT TYPE BOX UNIT DESIGN NON-COLLAPSIBLE USA",General Services Administration,144.6
1052,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTL INC PN 78C00MG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASER PRINTERS INCLUDING CX622ADE, CX625ADE, CX625ADHE, CX522ADE, CX421ADN",General Services Administration,13139.07
1053,DNOW,2023-10-09,"PLIERS, SLIP JOINT: IAW AMERICAN SOCIETY OF MECHANICAL ENGINEERS (ASME) B107.23 AS CONTAINED IN ASME B107.500-2010; THIS DOCUMENT INCORPORATES AND INCLUDES THE REVISIONS OF PRIMARY STANDARD B107.11, B107.13, B107.16, B107.18, B107.19, B107.20, B107.2",General Services Administration,19.66
1054,DNOW,2023-10-09,"CARTRIDGE, TONER I.A.W. HP P/N CF411A",General Services Administration,5932.9
1055,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF362X (HP 508X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRINTER SERIES M553 (FLOW), MFP M577 AND ANY OTHER PRINTER USING H",General Services Administration,5703.23
1056,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF363X (HP 508X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRINTER SERIES M553 (FLOW), MFP M577 AND ANY OTHER PRINTER USING H",General Services Administration,615.33
1057,DNOW,2023-10-09,"CARTRIDGE,TONER",General Services Administration,453.55
1058,DNOW,2023-10-09,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,3.7
1059,DNOW,2023-10-09,"TAPE, LABELING: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,130.3
1060,DNOW,2023-10-09,"OEM HP TONER, MAGENTA, YLD 10500",General Services Administration,472.84
1061,DNOW,2023-10-09,"CARTRIDGE,TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF226X (HP 26X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRO PRINTER SERIES M402, MFP M426 AND ANY OTHER PRINTER USING HP P/N",General Services Administration,2605.55
1062,DNOW,2023-10-09,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,3.7
1063,DNOW,2023-10-09,"KEY, SOCKET HEAD SCREW: IAW ASME B18.3-2003, SOCKET CAP, SHOULDER AND SET SCREWS, HEX AND SPLINE KEYS. KEY SZ: 1/8 INCH SERIES: SHORT MATERIAL: STEEL FEATURES: L-STYLE HANDLE (PARTIAL DESCRIPTION)",General Services Administration,2.67
1064,DNOW,2023-10-09,"CARTRIDGE,TONER     PN: W2123A MAGENTA",General Services Administration,4283.64
1065,DNOW,2023-10-09,"SCREWDRIVER BIT SET AND HANDLE: SCREWDRIVER, RATCHETING MAGNETIC HANDLE STYLE: STANDARD HANDLE COLOR: BLACK OVERALL LENGTH: 8-3/4 INCHES SHANK LENGTH: 3- 25/32 INCHES INCLUDES: 3/16 & 9/32 INCH FLAT TIP BITS; #1 & #2 PHILLIPS ACR BITS; AND T-15 TORX",General Services Administration,189.8
1066,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTL INC PN 76C00K0 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASER SERIES PRINTERS INCLUDING CS921DE, CS923DE, CX923DTE, CX923DXE, CX92",General Services Administration,4511.84
1067,DNOW,2023-10-09,"BAR, WRECKING: TYPE II: NONSTRUCK NAIL-PULLER BAR CLASS 2: RIPPING/WRECKING OVERALL LENGTH: 36 INCHES WIDTH ACROSS FLATS: 1 INCH MATERIAL: STEEL FEATURES: PAINTED FINISH (PARTIAL DESCRIPTION)",General Services Administration,27.51
1068,EXPR,2023-10-09,"FOR STARS EXPRESS, INC. ORWIF230327 E21",Department of Agriculture,286852.53
1069,BAH,2023-10-09,"TASK ORDER FOR EMERGENCY PLANNING AND COMMUNITY RIGHT-TO-KNOW ACT (EPCRA), OIL SPILLS PREVENTION AND PREPAREDNESS REGULATIONS, AND RISK MANAGEMENT PLAN (RMP) INFORMATION CENTER SUPPORT",Environmental Protection Agency,61804.57
1070,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 03 - CHANGE MANAGEMENT AND COMMUNICATIONS (CMC),Department of State,5668171.57
1071,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 11 - OBO - DATA MANAGEMENT,Department of State,3598585.38
1072,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 05 - CRITICAL MODULE SUPPORT,Department of State,37059405.65
1073,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 08 - MYSERVICES SYSTEM SUPPORT,Department of State,13370995.54
1074,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 09 - MYPAY SYSTEM SUPPORT,Department of State,2770272.55
1075,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 07 - ANALYTICS,Department of State,3607688.52
1076,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 06 - POST FUNDED SERVICES,Department of State,6131363.01
1077,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 04 - DEPLOYMENTS,Department of State,2637602.0
1078,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 15 - GHSD,Department of State,8388608.3
1079,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 02 - O&M,Department of State,25801493.59
1080,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 12 - OBO - BUSINESS PROCESS,Department of State,1643574.06
1081,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 13 - OBO - IT SERVICES,Department of State,17460640.64
1082,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 10 - OBO - CHANGE,Department of State,3372812.12
1083,ACN,2023-10-09,INTEGRATED LOGISTICS MANAGEMENT SYSTEM (ILMS) SYSTEMS INTEGRATION SERVICES - POOL 01 - PROGRAM MANAGEMENT,Department of State,3904343.22
1084,IBM,2023-10-09,"IBM SPSS STATISTICS PROFESSIONAL AUTHORIZED USER ANNUAL SW, SUBSCRIPTION SUPPORT RENEWAL.",Department of State,13155.55
1085,OPXS,2023-10-09,"ELECTRONIC COMPONENTS (RAW MATERIALS) FOR FUTURE PRODUCTION ORDERS, AT FEDERAL PRISON INDUSTRIES, PHOENIX.",Department of Justice,143840.0
1086,ABT,2023-10-05,DELIVERY ORDER FOR ABBOTT ISTAT TESTING CARTRIDGES AND CONTROLS MATERIALS.,Department of Veterans Affairs,36559.4
1087,ABT,2023-10-05,STC ABBOTT ORDER,Department of Veterans Affairs,1260127.41
1088,ABT,2023-10-05,REVISE THE ORDERING PERIODS,Department of Veterans Affairs,82534.8
1089,AKYA,2023-10-05,OPAL REAGENT PACKS,Department of Veterans Affairs,40000.0
1090,ALC,2023-10-05,ALCON CATARACT PACKS,Department of Veterans Affairs,64818.0
1091,CAH,2023-10-05,IDIQ RADIOPHARMACEUTICAL FOR SIOUX FALL&FARGO,Department of Veterans Affairs,222105.12
1092,CDW,2023-10-05,MICROSOFT LICENSES,Department of State,6839.56
1093,CDW,2023-10-05,RADIO EQUIPMENT AND COMPONENTS.,Department of State,1904208.78
1094,CDW,2023-10-05,MICROSOFT LICENSES,Department of State,2238.6
1095,CDW,2023-10-05,MICROSOFT LICENSE,Department of State,23.88
1096,DGX,2023-10-05,REFERENCE LAB TESTING,Department of Veterans Affairs,2004801.0
1097,EW,2023-10-05,AORTIC VALVE SURGICAL IMPLANT,Department of Veterans Affairs,11034.8
1098,LUMN,2023-10-05,WIRELINE SERVICES,Department of Homeland Security,583398.24
1099,F,2023-10-05,"4X2 CARGO VAN, FULL SIZE, MIN 9,201 LBS GVWR",General Services Administration,108444.0
1100,F,2023-10-05,"4X2 CARGO VAN, FULL SIZE, MIN 9,201 LBS GVWR",General Services Administration,50653.0
1101,SNN,2023-10-05,SHOULDER,Department of Veterans Affairs,22956.91
1102,FDX,2023-10-05,MAIL MANIFESTING SERVICES,Department of Veterans Affairs,5987062.86
1103,FDX,2023-10-05,MAIL MANIFESTING SERVICES,Department of Veterans Affairs,7372276.83
1104,FDX,2023-10-05,MAIL MANIFESTING SERVICES,Department of Veterans Affairs,11316196.2
1105,FDX,2023-10-05,MAIL MANIFESTING SERVICES,Department of Veterans Affairs,8419650.24
1106,FDX,2023-10-05,MAIL MANIFESTING SERVICES,Department of Veterans Affairs,14500000.0
1107,FDX,2023-10-05,MAIL MANIFESTING SERVICES,Department of Veterans Affairs,10677643.59
1108,FDX,2023-10-05,MAIL MANIFESTING SERVICES,Department of Veterans Affairs,15990000.0
1109,GM,2023-10-05,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, W/SPECIAL SVC PKG",General Services Administration,50783.0
1110,GM,2023-10-05,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,56322.0
1111,GM,2023-10-05,"4X4 PICKUP, MID-SIZE, CREW CAB, MIN 4200 LBS GVWR",General Services Administration,34644.0
1112,GMS,2023-10-05,GMS INDUSTRIAL-GMS126086 WORKBENCH RESUPPLY KIT,General Services Administration,2470.23
1113,GMS,2023-10-05,GMS INDUSTRIAL-GMS126279 WELDER RESUPPLY KIT,General Services Administration,2586.6
1114,GMS,2023-10-05,"DETERGENT,UTILITY",General Services Administration,192.12
1115,GMS,2023-10-05,GMS INDUSTRIAL-GMS125447 WIRE RESUPPLY KIT,General Services Administration,9077.65
1116,GMS,2023-10-05,GMS INDUSTRIAL - GMS126218 JACK RESUPPLY KIT,General Services Administration,7141.85
1117,GMS,2023-10-05,"MULTI-SURFACE SANITIZERAND CLEANER: CONCENTRATED, LIQUID QUATERNARY AMMONIUM DISINFECTANT FOR USE ON HARD, NON-POROUS SURFACES. COMPLIES WITH COMMERCIAL ITEM DESCRIPTION (CID) A-A-60009, ENTITLED DISINFECTANT, NON-FOOD CONTACT. FOUR (4) EACH ONE (1)",General Services Administration,211.13
1118,GMS,2023-10-05,GMS INDUSTRIAL - GMS126220 JACK RESUPPLY KIT,General Services Administration,7141.85
1119,GMS,2023-10-05,GMS INDUSTRIAL - GMS126219 JACK RESUPPLY KIT,General Services Administration,7141.85
1120,GMS,2023-10-05,GMS INDUSTRIAL-GMS125726 FILE CABINET RESUPPLY KIT,General Services Administration,7947.58
1121,GMS,2023-10-05,GMS INDUSTRIAL-GMS125727 CABINET RESUPPLY KIT,General Services Administration,7947.5
1122,GMS,2023-10-05,GMS INDUSTRIAL-GMS125870  HOSE REEL RESUPPLY KIT,General Services Administration,4186.63
1123,GMS,2023-10-05,GMS INDUSTRIAL-GMS125447 WIRE RESUPPLY KIT,General Services Administration,9077.65
1124,GMS,2023-10-05,GMS INDUSTRIAL - GMS126273 STORAGE RACK RESUPPLY KIT,General Services Administration,8595.29
1125,GMS,2023-10-05,GMS INDUSTRIAL - GMS125746 HAND PUMP RESUPPLY KIT,General Services Administration,1052.26
1126,GMS,2023-10-05,GMS INDUSTRIAL - GMS126225 HARD PARTS RESUPPLY KIT,General Services Administration,9004.42
1127,GMS,2023-10-05,GMS INDUSTRIAL - GMS126251 STORAGE RACK RESUPPLY KIT,General Services Administration,3671.6
1128,GMS,2023-10-05,GMS INDUSTRIAL - GMS126226 HOSE CLAMP ASST RESUPPLY PAC RESUPPLY KIT,General Services Administration,6519.33
1129,GMS,2023-10-05,GMS INDUSTRIAL - GMS126221 JACK RESUPPLY KIT,General Services Administration,7141.85
1130,GMS,2023-10-05,GMS INDUSTRIAL-GMS125447 WIRE RESUPPLY KIT,General Services Administration,9077.65
1131,GMS,2023-10-05,GMS INDUSTRIAL-GMS126112 POWER CENTER RESUPPLY,General Services Administration,1703.03
1132,OGS,2023-10-05,NEW CONTRACT FOR GAS SERVICES AT EISENHOWER LIBRARY.,National Archives and Records Administration,0.0
1133,SHW,2023-10-05,STAIN,Department of Justice,38071.56
1134,SNAP,2023-10-05,PURCHASE OF TABLET COMPUTERS AND KEYBOARDS,Department of Homeland Security,3701.58
1135,SO,2023-10-05,QRT558 MARKER,General Services Administration,111.54
1136,UPS,2023-10-05,SMALL PARCEL DELIVERY SERVICES FOR IRS,Department of the Treasury,0.0
1137,UPS,2023-10-05,SMALL PACKAGE DELIVERY,Department of Veterans Affairs,3474.15
1138,UPS,2023-10-05,SMALL PACKAGE SHIPPING SERVICES CLEVELAND VBA RO,Department of Veterans Affairs,1573.2
1139,UPS,2023-10-05,VBA RO 308 SMALL PACKAGE DELIVERY SERVICES PURCHASE,Department of Veterans Affairs,498.18
1140,UPS,2023-10-05,UPS PICKUP,Department of Veterans Affairs,200000.0
1141,UPS,2023-10-05,SMALL PACKAGE DELIVERY,Department of Veterans Affairs,250000.0
1142,UPS,2023-10-05,SMALL PACKAGE SHIPPING SERVICES PHILADELPHIA VBA REGIONAL OFFICE.,Department of Veterans Affairs,1311.0
1143,UPS,2023-10-05,SMALL PACKAGE DELIVERY AND PICKUP SERVICES,Department of Veterans Affairs,240000.0
1144,UPS,2023-10-05,CMOP SHIPPING,Department of Veterans Affairs,23832349.56
1145,UPS,2023-10-05,SHIPPING SERVICES,Department of Veterans Affairs,110000.0
1146,UPS,2023-10-05,"SMALL PACKAGE SHIPPING SERVICES FOR NEW YORK VBA REGIONAL OFFICE, NY 10014.",Department of Veterans Affairs,2068.76
1147,URI,2023-10-05,RENTAL EQUIPMENT,Department of Agriculture,17421.8
1148,VSTO,2023-10-05,AMMUNITION,Department of Justice,271827.0
1149,VSTO,2023-10-05,AMMUNITION,Department of Justice,77251.2
1150,VSTO,2023-10-05,AMMUNITION,Department of Justice,496136.6
1151,VSTO,2023-10-05,AMMUNITION,Department of Justice,90621.6
1152,VSTO,2023-10-05,AMMUNITION,Department of Justice,307281.0
1153,VTSI,2023-10-05,VIRTRA-THOMAS HAFSTAD,Department of Justice,48464.24
1154,DNOW,2023-10-05,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTL INC PN 78C00MG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASER PRINTERS INCLUDING CX622ADE, CX625ADE, CX625ADHE, CX522ADE, CX421ADN",General Services Administration,5361.15
1155,DNOW,2023-10-05,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S64AN#140 (952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8740",General Services Administration,224.3
1156,DNOW,2023-10-05,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S64AN#140 (952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8740",General Services Administration,448.6
1157,DNOW,2023-10-05,HP 212A (W2120A) BLACK ORIGINAL LASERJET,General Services Administration,173.24
1158,DNOW,2023-10-05,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK PN X792X1CG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE EXTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASER SERIES PRINTERS INCLUDING X792DE, X792DTE, X792DTFE, X792DTME, X792DTPE AND",General Services Administration,4486.7
1159,DNOW,2023-10-05,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK PN X792X1MG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE EXTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASER SERIES PRINTERS INCLUDING X792DE, X792DTE, X792DTFE, X792DTME, X792DTPE AND",General Services Administration,3589.36
1160,DNOW,2023-10-05,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S67AN#140 (952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8740",General Services Administration,473.6
1161,DNOW,2023-10-05,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S61AN#140 (HP 952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8",General Services Administration,473.6
1162,EXPR,2023-10-05,HELMETS,Department of Justice,12093.0
1163,EXPR,2023-10-05,HELMETS,Department of Justice,17362.0
1164,A,2023-10-04,"SPECIAL STAINER TESTING FOR THE BUFFALO VA MEDICAL CENTER LABORATORY. CONTRACT PERIOD OF PERFORMANCE IS OCTOBER 1, 2020 THROUGH SEPTEMBER 30, 2025.",Department of Veterans Affairs,20000.0
